Count,Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z,Target
82,0.802533333333333,-0.0686666666666666,0.599466666666666,-3.4196,-1.17013333333333,-1.22999999999999,Not Fall
83,0.784666666666666,0.0388,0.693466666666666,-9.36653333333333,3.37826666666666,-5.56506666666666,Not Fall
84,0.773066666666666,0.0344,0.676666666666666,-13.4574666666666,2.02306666666666,-7.58653333333333,Not Fall
85,0.722133333333333,0.0204,0.679466666666666,-11.7910666666666,1.45773333333333,-7.77893333333333,Not Fall
86,0.724666666666666,0.0712,0.694133333333333,-5.16826666666666,0.992133333333333,-0.600133333333333,Not Fall
87,0.666133333333333,-0.0102666666666666,0.734933333333333,-3.21906666666666,0.8156,1.97013333333333,Not Fall
88,-0.629599999999999,-0.1656,0.361333333333333,3.10066666666666,-1.36839999999999,-7.86546666666666,Not Fall
89,0.721733333333333,0.0221333333333333,0.7028,-6.97546666666666,2.30293333333333,2.5752,Not Fall
90,-0.6896,-0.177066666666666,0.3604,4.84733333333333,-1.98973333333333,-7.8028,Not Fall
91,0.746933333333333,92,0.6772,-7.21093333333333,1.76786666666666,-1.78426666666666,Not Fall
92,0.7816,0.0694666666666666,0.650666666666666,-5.67693333333333,-0.341066666666666,0.418933333333333,Not Fall
93,0.732133333333333,0.0572,0.6504,-3.94626666666666,-0.672266666666666,-0.0180000000000001,Not Fall
94,0.746266666666666,0.0339999999999999,0.702133333333333,-4.36693333333333,-1.40066666666666,-2.01733333333333,Not Fall
95,0.7048,0.0964,0.786133333333333,-9.36973333333333,-0.829466666666666,2.42319999999999,Not Fall
96,0.647466666666666,0.0778666666666666,0.774266666666666,-7.60413333333333,-1.06133333333333,2.27386666666666,Not Fall
97,0.671066666666666,0.106266666666666,0.7504,-5.03266666666666,-0.652666666666666,-0.262933333333333,Not Fall
98,0.838933333333333,0.0448,0.6108,-4.3672,0.554399999999999,1.40546666666666,Not Fall
99,0.789066666666666,0.0293333333333333,0.6076,-2.2612,-0.4048,1.17386666666666,Not Fall
100,1.0352,-0.0634666666666666,0.256933333333333,-5.5216,2.12586666666666,-1.48559999999999,Not Fall
101,0.982266666666666,-0.0782666666666666,0.244266666666666,-3.8872,1.69706666666666,-1.86226666666666,Not Fall
102,0.740933333333333,0.219866666666666,0.6424,-6.16306666666666,-0.349466666666666,-0.796666666666666,Not Fall
103,-0.398133333333333,-0.725333333333333,0.4356,-5.78506666666666,1.0248,1.0744,Not Fall
104,-0.4908,-0.642666666666666,0.4352,-4.05613333333333,1.21333333333333,1.57466666666666,Not Fall
105,-0.5404,-0.657066666666666,448,-1.9964,0.732133333333333,1.19786666666666,Not Fall
106,0.8792,0.0876,0.570666666666666,-3.39759999999999,6.02666666666666,1.23746666666666,Not Fall
107,0.823466666666666,0.0736,0.570133333333333,-1.3664,5.5216,0.8988,Not Fall
108,0.828666666666666,0.115999999999999,0.628266666666666,-3.4616,2.2264,6.39279999999999,Not Fall
109,0.778799999999999,0.102,0.629866666666666,-1.37093333333333,1.6984,5.88693333333333,Not Fall
110,-0.324533333333333,-0.756266666666666,0.451999999999999,-7.296,2.75866666666666,1.91266666666666,Not Fall
111,-0.472933333333333,-0.594399999999999,0.456266666666666,-4.5512,-1.46666666666666,0.403466666666666,Not Fall
112,-0.381333333333333,-0.771866666666666,0.4568,-5.42359999999999,2.34466666666666,1.344,Not Fall
113,0.765466666666666,0.1376,0.683333333333333,-6.48013333333333,1.96773333333333,-1.64266666666666,Not Fall
114,718,0.125733333333333,0.685999999999999,-4.63133333333333,1.22346666666666,-2.0908,Not Fall
115,0.7816,16,0.6236,-3.3276,-0.116533333333333,0.411599999999999,Not Fall
116,-0.3668,-0.686133333333333,0.4556,-5.37586666666666,-2.3016,0.885066666666666,Not Fall
117,-0.420266666666666,-0.699733333333333,0.463733333333333,-3.25146666666666,-2.88746666666666,0.760666666666666,Not Fall
118,0.654666666666666,0.0748,0.733866666666666,-3.59306666666666,3.38386666666666,5.98199999999999,Not Fall
119,0.605066666666666,0.0653333333333333,736,-1.67266666666666,2.876,5.5736,Not Fall
120,-0.528799999999999,-0.609466666666666,0.478266666666666,-2.03813333333333,-2.08933333333333,0.0593333333333334,Not Fall
121,0.704533333333333,0.185333333333333,0.683466666666666,-3.7592,6.96466666666666,1.47426666666666,Not Fall
122,0.654133333333333,0.1728,0.682266666666666,-2.08426666666666,6.2684,0.9732,Not Fall
123,1.08133333333333,-0.1384,0.172266666666666,-5.5552,-0.6484,0.388133333333333,Not Fall
124,1.02613333333333,-0.1492,0.161333333333333,-3.65093333333333,-0.942399999999999,0.0125333333333333,Not Fall
125,0.753066666666666,0.100133333333333,0.700533333333333,-5.2492,-0.474133333333333,-0.0546666666666665,Not Fall
126,0.701733333333333,0.0928,696,-3.74893333333333,-1.13546666666666,-282,Not Fall
127,-0.494933333333333,-0.57,0.476133333333333,-4.82986666666666,2.04213333333333,-1.32733333333333,Not Fall
128,-0.546666666666666,-0.583666666666666,0.4846,-2.87819999999999,1.63219999999999,-1.7096,Not Fall
129,-0.516666666666666,-612,0.462933333333333,-2.56293333333333,3.67733333333333,-1.68906666666666,Not Fall
130,0.756666666666666,0.0841333333333333,0.6832,-2.58453333333333,-0.465999999999999,-0.96,Not Fall
131,0.7064,76,0.676533333333333,-1.174,-0.888933333333333,-1.29693333333333,Not Fall
132,0.670266666666666,92,0.747333333333333,-7.54333333333333,-0.215333333333333,2.62733333333333,Not Fall
133,0.6172,0.0792,0.7532,-5.478,-0.157333333333333,2.52573333333333,Not Fall
134,0.548933333333333,0.8772,0.0516,-8.69186666666666,-1.95373333333333,1.37293333333333,Not Fall
135,0.482133333333333,0.864266666666666,0.0589333333333333,-6.57706666666666,-1.9372,1.03173333333333,Not Fall
136,-0.2836,-0.651866666666666,0.612533333333333,-3.5768,-0.4176,-0.281333333333333,Not Fall
137,0.5848,0.834666666666666,0.0668,-12.8784,-19.6218666666666,-4.318,Not Fall
138,516,0.832133333333333,0.0681333333333333,-11.5970666666666,-20.5692,-4.13066666666666,Not Fall
139,0.556933333333333,0.8992,-0.0117333333333333,0.0633333333333332,9.95933333333333,3.9968,Not Fall
140,0.8176,-0.6712,0.0938666666666667,-5.666,-4.4684,-13.4504,Fall
141,0.771866666666667,-0.686666666666667,0.0524,-3.23253333333333,-4.99226666666667,-13.2548,Fall
142,0.5772,-0.76,0.253466666666667,-8.02973333333333,-7.11173333333333,-9.8824,Fall
143,0.502266666666667,-0.779333333333333,0.243866666666667,-5.74253333333333,-7.02533333333333,-9.28626666666667,Fall
144,0.330533333333333,0.0857333333333333,0.885466666666667,-9.16666666666667,-3.97933333333333,5.02826666666667,Fall
145,0.2724,0.0777333333333333,0.881333333333333,-7.98906666666667,-4.65813333333333,4.81626666666667,Fall
146,0.2876,0.7388,0.380533333333333,11.0948,1.0124,2.38933333333333,Fall
147,0.223733333333333,-0.756533333333333,0.3756,-8.85506666666667,-1.81066666666667,-2.73453333333333,Fall
148,-0.3008,0.436933333333333,0.712266666666667,-4.5948,-5.31186666666667,1.61053333333333,Fall
149,-0.3837333,0.42506667,0.73626667,-2.1609333,-6.7161333,2.15373333,Fall
150,-0.0602667,0.43133333,0.65253333,-8.9569333,-2.8826667,6.3028,Fall
151,-0.1333333,0.42013333,0.67093333,-6.1356,-4.1937333,6.112,Fall
152,0.348472,-0.681389,0.560833,-10.45167,-6.001389,4.037917,Fall
153,0.289722,-0.698194,0.566944,-8.08375,-5.988056,3.701528,Fall
154,0.5132,-0.849067,-0.000933,-5.587733,-2.0204,-5.670533,Fall
155,0.445733,-0.855333,-0.0196,-3.516133,-1.688667,-5.712667,Fall
156,-0.5116,0.391067,-0.5888,8.997867,-3.5148,3.178533,Fall
157,-0.5768,0.3788,-0.580933,10.98573,-3.787867,2.843333,Fall
158,0.067733,-0.9472,0.402533,-3.8924,5.1296,-1.553333,Fall
159,0.0136,-0.962533,0.3828,-2.6348,4.460267,-2.274533,Fall
160,0.035467,-0.9288,0.0024,-9.186933,-1.2892,-8.8248,Fall
161,-0.025067,-0.947333,-0.002667,-6.741333,-1.7236,-8.864,Fall
162,-0.4784,0.780533,0.026667,1.640533,-1.463067,-0.030533,Fall
163,-0.527733,0.767867,0.017733,2.849467,-2.0204,-0.611733,Fall
164,-0.085067,0.342533,0.804933,-11.81307,-6.857333,3.9828,Fall
165,-0.142933,0.324533,0.802267,-10.21227,-7.873733,3.483867,Fall
166,-0.033067,-0.733333,-0.6768,-8.326533,2.064533,-6.538267,Fall
167,-0.1072,-0.720667,-0.719867,-7.067867,1.146667,-5.639067,Fall
168,0.338133,-0.873867,-0.159067,-4.551067,-1.2908,-8.697867,Fall
169,0.288133,-0.9008,-0.172667,-2.97,-1.975467,-9.099733,Fall
170,-0.048267,-0.928,-0.3972,-8.410667,3.346133,-4.686,Fall
171,-0.127067,-0.948133,-0.421067,-6.914,3.042533,-4.047467,Fall
172,0.239467,0.107467,0.900533,-9.208,-3.874533,0.4996,Fall
173,0.1952,0.092133,0.906667,-6.7916,-4.117467,-0.225067,Fall
174,-0.060933,-0.8456,0.026267,-2.178267,0.5924,-4.604133,Fall
175,-0.137067,-0.88,-0.0412,0.8744,-1.820267,-2.609333,Fall
176,-0.162667,-0.467333,0.018533,-6.9488,-7.2216,-8.258,Fall
177,-0.2216,-0.4844,0.009333,-5.1016,-7.246667,-8.122133,Fall
178,-0.116667,0.5576,0.700933,-1.534133,-3.381067,2.740133,Fall
179,-0.1704,0.5492,0.714,0.479733,-3.967067,2.5152,Fall
180,0.5172,-0.796133,0.107867,-0.478267,3.2984,2.0324,Fall
181,0.448933,-0.817067,0.096667,1.4724,2.513067,2.1884,Fall
182,0.375067,-0.7492,0.5128,-11.35013,-2.912133,-7.7616,Fall
183,0.3292,-0.767733,0.495733,-9.1108,-3.981467,-8.110533,Fall
184,-0.640267,-0.482267,0.081467,5.757333,-4.67,-1.9956,Fall
185,-0.7016,-0.4942667,0.0773333,7.8828,-5.1388,-2.2326667,Fall
186,-0.0964,0.4504,0.7626667,-13.4764,-9.3161333,3.2388,Fall
187,-0.1565333,0.4404,0.8109333,-11.4144,-10.586933,4.2629333,Fall
188,0.2648,-0.8590667,0.2106667,-8.8097333,4.268,-3.9444,Fall
189,0.2012,-0.8682667,0.2149333,-5.8281333,3.4793333,-3.7901333,Fall
190,0.094,-0.6394667,0.5249333,-12.223067,-4.5856,0.1344,Fall
191,0.0378667,-0.6602667,0.5348,-10.072933,-5.0472,-0.6562667,Fall
192,0.3638667,-0.7217333,0.4625333,-2.4285333,-2.4457333,-10.360267,Fall
193,0.2998667,-0.7372,0.4712,0.4736,-2.2196,-10.446933,Fall
194,-0.0297333,-0.9526667,-0.0658667,-5.252,-0.7874667,-2.2714667,Fall
195,-0.0845333,-0.9693333,-0.0738667,-3.0938667,-1.0408,-2.8070667,Fall
196,0.1116,-0.8890667,-0.5774667,-6.714,2.7873333,-4.7414667,Fall
197,0.0449333,-0.902,-0.5801333,-4.3342667,1.2262667,-5.1892,Fall
198,-0.0462667,-0.2998667,0.6936,-12.344667,-9.0013333,1.7078667,Fall
199,-0.1025333,-0.3136,0.6997333,-10.0388,-8.8188,1.8165333,Fall
200,0.0314667,-0.8870667,0.1486667,-3.1892,0.4064,-4.2614667,Fall
201,-0.0181333,-0.9018667,0.1392,-1.5557333,0.9657333,-4.73,Fall
202,0.0101333,0.9393333,-0.2805333,-4.6516,1.3772,11.2068,Fall
203,-0.0497333,0.9230667,-0.2882667,-2.6353333,0.6961333,10.731867,Fall
204,-0.0796,0.9098667,0.0944,-6.8756,-1.5485333,11.674667,Fall
205,-0.1333333,0.8976,0.0906667,-5.0994667,-1.9273333,11.162933,Fall
206,-0.3008,0.0797333,0.8104,-3.692,-2.5734667,-0.8184,Fall
207,-0.35,0.0672,0.8196,-1.9938667,-2.5864,-1.6501333,Fall
208,0.6452,-0.7773333,-0.2129333,-5.4097333,0.3633333,-11.9976,Fall
209,0.5878667,-0.8045333,-0.2133333,-3.6336,-1.9541333,-13.4184,Fall
210,0.288,-0.7369333,0.6162667,-10.312267,1.6518667,-3.7224,Fall
211,0.2328,-0.7516,0.6185333,-8.0057333,0.8629333,-4.0832,Fall
212,-0.0834667,-0.3204,0.8484,-11.858933,-6.9750667,0.4805333,Fall
213,0.5533333,-0.8589333,-0.0902667,-10.705467,0.278,-13.491067,Fall
214,0.5038667,-0.876,-0.0901333,-8.7841333,1.1436,-14.024667,Fall
215,-0.1477333,0.8941333,0.2370667,-10.940667,2.5474667,8.4133333,Fall
216,-0.1956,0.8770667,0.2333333,-9.0945333,2.9922667,7.202,Fall
217,-0.1573333,0.8481333,0.3112,-1.5905333,-2.8956,1.9234667,Fall
218,-0.2129333,0.8402667,0.3245333,0.1898667,-3.6258667,1.6398667,Fall
219,0.0581333,0.3646667,0.8841333,-7.8129333,-7.3894667,-3.0726667,Fall
220,0.0058667,0.3638667,0.8530667,-5.9550667,-7.1317333,-2.8832,Fall
221,-0.0906667,0.2366667,-0.9966667,-0.2250667,6.5876,6.4921333,Fall
222,-0.16,0.2210667,-1.0190667,1.8772,7.2636,6.3338667,Fall
223,-0.1093333,-0.8436,0.0408,-9.2181333,4.2982667,-2.3097333,Fall
224,-0.1754667,-0.8662667,0.0374667,-7.1734667,3.2577333,-2.6825333,Fall
225,-0.25,-0.5698667,-0.7757333,-3.1132,5.1368,-9.1278667,Fall
226,-0.3118667,-0.5856,-0.7796,-0.7166667,4.3742667,-9.0626667,Fall
227,0.1489333,-0.8245333,0.3774667,-12.2132,-9.1426667,-2.9845333,Fall
228,0.0824,-0.8422667,0.3626667,-11.172133,-6.3909333,-3.3806667,Fall
229,-0.0168,-0.3126667,0.8465333,-13.432267,-6.6121333,0.37,Fall
230,-0.1677333,-0.9128,-0.04,-5.1330667,0.3397333,-4.6433333,Fall
231,-0.2309333,-0.9284,-0.0532,-3.3096,0.3025333,-4.6917333,Fall
232,-0.1396,0.5982667,-0.7761333,-3.1262667,8.792,5.9397333,Fall
233,-0.204,0.5857333,-0.7753333,-0.8468,7.9197333,5.3722667,Fall
234,0.6452,-0.7773333,-0.2129333,-5.4097333,0.3633333,-11.9976,Fall
235,0.0434667,-0.4473333,0.8268,-6.8712,-4.5133333,-4.0278667,Fall
236,-0.1728,0.7184,0.4828,-6.83,-0.5104,8.5188,Fall
237,0.1932,-0.9456,-0.2648,-5.3776,-3.4304,-7.5777333,Fall
238,-0.0857333,-0.6776,-0.7628,-3.4369333,7.9178667,-4.1962667,Fall
239,0.1269333,-0.9618667,-0.3016,-5.6836,-3.9854667,-7.8993333,Fall
240,-0.1644,-0.6854667,-0.7474667,-0.966,6.3546667,-4.7162667,Fall
241,0.1488,0.3856,0.8169333,-5.3025333,1.1433333,-2.9470667,Fall
242,0.1153333,0.3722667,0.8308,-3.4308,0.4246667,-3.5113333,Fall
243,-0.0568,-0.9176,-0.3854667,-10.2492,3.8582667,0.5145333,Fall
244,-0.1613333,-0.9478667,-0.3992,-10.027333,1.8812,1.5676,Fall
245,0.1090667,-0.4372,0.8132,-8.8717333,-4.0005333,-3.8688,Fall
246,-0.222,0.7076,0.5022667,-4.5126667,-0.7558667,7.8673333,Fall
247,-0.1750667,0.7949333,0.374,-6.0781333,-1.8930667,6.0901333,Fall
248,-0.2256,0.7822667,0.3748,-4.9274667,-3.2918667,5.5062667,Fall
249,-0.0405333,-0.9484,-0.2292,-9.778,2.0537333,-1.41,Fall
250,-0.1073333,-0.9742667,-0.2350667,-5.1946667,0.6430667,-1.7633333,Fall
251,0.1588,-0.996,0.0669333,-9.8005333,7.5185333,-2.1293333,Fall
252,0.0924,-1.0142667,0.0145333,-8.1108,6.2837333,-1.3053333,Fall
253,-0.0326667,0.3501333,0.8509333,-2.3493333,-6.0222667,-2.8208,Fall
254,-0.0892,0.3385333,0.8693333,-0.5508,-6.6869333,-2.7796,Fall
255,0.1364,-0.9016,0.3041333,-8.5396,5.2625333,-5.4662667,Fall
256,0.0650667,-0.9218667,0.2597333,-8.1557333,4.3592,-4.8933333,Fall
257,0.0828,-0.9452,0.0856,-4.2316,4.9453333,1.1414667,Fall
258,0.0072,-0.9733333,0.0801333,-2.6833333,4.0816,1.3566667,Fall
259,-0.1133333,-0.538,-0.8342667,-4.1848,10.015467,-3.4544,Fall
260,-0.1810667,-0.5492,-0.8468,-2.5788,9.1058667,-3.5073333,Fall
261,0.0396,-0.3604,0.86,-6.7901333,-4.9756,-1.3246667,Fall
262,-0.0213333,-0.3718667,0.8728,-4.7137333,-5.4710667,-1.6242667,Fall
263,0.1141333,-0.7949333,-0.5789333,-2.3073333,-0.4013333,1.1601333,Fall
264,0.0405333,-0.8194667,-0.5726667,0.4054667,-1.684,1.5644,Fall
265,0.2724,-0.8373333,0.4066667,-9.3130667,2.262,-0.044,Fall
266,0.2038667,-0.8556,0.4093333,-7.5172,2.0721333,0.1304,Fall
267,0.2177333,-0.9818667,-0.0050667,-1.5998667,-2.8704,-2.7766667,Fall
268,0.1657333,-0.9970667,-0.0053333,0.6109333,-3.5454667,-2.8690667,Fall
269,-0.4246667,0.784,0.19,-9.118,-3.0074667,10.362,Fall
270,-0.4614667,0.7545333,0.214,-6.72,-2.0226667,9.28,Fall
271,-0.0402667,-1.0122667,-0.1229333,-9.7705333,4.7004,-6.018,Fall
272,-0.1053333,-1.0282667,-0.1237333,-6.4889333,2.9770667,-5.4616,Fall
273,0.1081333,0.5361333,0.7172,-3.2802667,-5.5232,3.4678667,Fall
274,0.0552,0.5250667,0.7449333,-0.5877333,-6.7506667,2.7805333,Fall
275,0.0838667,-0.2718667,0.8630667,-9.0670667,-6.5968,-2.5624,Fall
276,0.0168,-0.2830667,0.8733333,-7.0584,-7.1898667,-2.2433333,Fall
277,0.0690667,-0.924,-0.1116,-6.8526667,2.7616,-1.5506667,Fall
278,0.0048,-0.9436,-0.1085333,-4.2613333,2.6696,-1.6665333,Fall
279,-0.0121333,-0.9397333,0.1981333,-7.2982667,1.0893333,-6.2930667,Fall
280,-0.0754667,-0.9486667,0.202,-4.9937333,0.5321333,-6.4772,Fall
281,-0.0185333,0.718,0.4024,-2.2688,-5.2392,10.625067,Fall
282,-0.0690667,0.7082667,0.4084,-0.2885333,-4.6426667,9.9726667,Fall
283,0.1718667,-0.9570667,-0.3532,-2.7241333,4.9992,-5.9505333,Fall
284,0.0849333,-0.9758667,-0.4066667,-5.4649333,4.4870667,-4.6825333,Fall
285,0.0384,-0.3808,0.8652,-6.714,-3.904,0.1008,Fall
286,-0.0197333,-0.4058667,0.8745333,-4.5782667,-4.0008,-0.4553333,Fall
287,-0.0350667,-0.9714667,-0.1401333,-4.016,3.6693333,-1.3016,Fall
288,-0.1085333,-0.9868,-0.1613333,-2.2981333,3.0786667,-1.3334667,Fall
289,0.0642667,-0.774,-0.5452,-10.9208,8.6533333,-0.1176,Fall
290,0.0076,-0.7906667,-0.5484,-8.326,8.5029333,-0.8184,Fall
